CODE,PARENTCODE,LEAF,LEVELCODE,TYPE,ISOCODE,NAME
G 45.40.3,G 45.40,0,5,N,it,Manutenzione e riparazione di motocicli e ciclomotori (inclusi i pneumatici)
G 45.40.30,G 45.40.3,1,6,N,it,Manutenzione e riparazione di motocicli e ciclomotori (inclusi i pneumatici)
G 46,G,0,2,N,it,COMMERCIO ALL'INGROSSO (ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI)
G 46.1,G 46,0,3,N,it,INTERMEDIARI DEL COMMERCIO
G 46.11,G 46.1,0,4,N,it,"Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati"
G 46.11.0,G 46.11,0,5,N,it,"Intermediari del commercio di materie prime agricole, di animali vivi, di materie prime tessili e di semilavorati; pelli grezze"
G 46.11.01,G 46.11.0,1,6,N,it,Agenti e rappresentanti di materie prime agricole
G 46.11.02,G 46.11.0,1,6,N,it,Agenti e rappresentanti di fiori e piante
G 46.11.03,G 46.11.0,1,6,N,it,Agenti e rappresentanti di animali vivi
G 46.11.04,G 46.11.0,1,6,N,it,Agenti e rappresentanti di fibre tessili gregge e semilavorate; pelli grezze
G 46.11.05,G 46.11.0,1,6,N,it,"Procacciatori d'affari di materie prime agricole, animali vivi, materie prime e semilavorati tessili; pelli grezze"
G 46.11.06,G 46.11.0,1,6,N,it,"Mediatori in materie prime agricole, materie prime e semilavorati tessili; pelli grezze"
G 46.11.07,G 46.11.0,1,6,N,it,Mediatori in animali vivi
G 46.12,G 46.1,0,4,N,it,"Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici"
G 46.12.0,G 46.12,0,5,N,it,"Intermediari del commercio di combustibili, minerali, metalli e prodotti chimici"
G 46.12.01,G 46.12.0,1,6,N,it,"Agenti e rappresentanti di carburanti, gpl, gas in bombole e simili; lubrificanti"
G 46.12.02,G 46.12.0,1,6,N,it,Agenti e rappresentanti di combustibili solidi
G 46.12.03,G 46.12.0,1,6,N,it,"Agenti e rappresentanti di minerali, metalli e prodotti semilavorati"
G 46.12.04,G 46.12.0,1,6,N,it,Agenti e rappresentanti di prodotti chimici per l'industria
G 46.12.05,G 46.12.0,1,6,N,it,Agenti e rappresentanti di prodotti chimici per l'agricoltura (inclusi i fertilizzanti)
G 46.12.06,G 46.12.0,1,6,N,it,"Procacciatori d'affari di combustibili, minerali, metalli e prodotti chimici"
G 46.12.07,G 46.12.0,1,6,N,it,"Mediatori in combustibili, minerali, metalli e prodotti chimici"
G 46.13,G 46.1,0,4,N,it,Intermediari del commercio di legname e materiali da costruzione
G 46.13.0,G 46.13,0,5,N,it,Intermediari del commercio di legname e materiali da costruzione
G 46.13.01,G 46.13.0,1,6,N,it,"Agenti e rappresentanti di legname, semilavorati in legno e legno artificiale"
G 46.13.02,G 46.13.0,1,6,N,it,Agenti e rappresentanti di materiale da costruzione (inclusi gli infissi e gli articoli igienico-sanitari); vetro piano
G 46.13.03,G 46.13.0,1,6,N,it,Agenti e rappresentanti di apparecchi ed accessori per riscaldamento e condizionamento e altri prodotti similari
G 46.13.04,G 46.13.0,1,6,N,it,Procacciatori d'affari di legname e materiali da costruzione
G 46.13.05,G 46.13.0,1,6,N,it,Mediatori in legname e materiali da costruzione
G 46.14,G 46.1,0,4,N,it,"Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili"
G 46.14.0,G 46.14,0,5,N,it,"Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche"
G 46.14.01,G 46.14.0,1,6,N,it,"Agenti e rappresentanti di macchine, attrezzature ed impianti per l'industria ed il commercio; materiale e apparecchi elettrici ed elettronici per uso non domestico"
G 46.14.02,G 46.14.0,1,6,N,it,Agenti e rappresentanti di macchine per costruzioni edili e stradali
G 46.14.03,G 46.14.0,1,6,N,it,"Agenti e rappresentanti di macchine, attrezzature per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche"
G 46.14.04,G 46.14.0,1,6,N,it,Agenti e rappresentanti di macchine ed attrezzature per uso agricolo (inclusi i trattori)
G 46.14.05,G 46.14.0,1,6,N,it,"Agenti e rappresentanti di navi, aeromobili e altri veicoli (esclusi autoveicoli, motocicli, ciclomotori e biciclette)"
G 46.14.06,G 46.14.0,1,6,N,it,"Procacciatori d'affari di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche"
G 46.14.07,G 46.14.0,1,6,N,it,"Mediatori in macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche"
G 46.15,G 46.1,0,4,N,it,"Intermediari del commercio di mobili, articoli per la casa e ferramenta"
G 46.15.0,G 46.15,0,5,N,it,"Intermediari del commercio di mobili, articoli per la casa e ferramenta"
G 46.15.01,G 46.15.0,1,6,N,it,"Agenti e rappresentanti di mobili in legno, metallo e materie plastiche"
G 46.15.02,G 46.15.0,1,6,N,it,Agenti e rappresentanti di articoli di ferramenta e di bricolage
G 46.15.03,G 46.15.0,1,6,N,it,"Agenti e rappresentanti di articoli casalinghi, porcellane, articoli in vetro eccetera"
G 46.15.04,G 46.15.0,1,6,N,it,"Agenti e rappresentanti di vernici, carte da parati, stucchi e cornici decorativi"
G 46.15.05,G 46.15.0,1,6,N,it,"Agenti e rappresentanti di mobili e oggetti di arredamento per la casa in canna, vimini, giunco, sughero, paglia; scope, spazzole, cesti e simili"
G 46.15.06,G 46.15.0,1,6,N,it,"Procacciatori d'affari di mobili, articoli per la casa e ferramenta"
G 46.15.07,G 46.15.0,1,6,N,it,"Mediatori in mobili, articoli per la casa e ferramenta"
G 46.16,G 46.1,0,4,N,it,"Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle"
G 46.16.0,G 46.16,0,5,N,it,"Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle"
G 46.16.01,G 46.16.0,1,6,N,it,Agenti e rappresentanti di vestiario ed accessori di abbigliamento
G 46.16.02,G 46.16.0,1,6,N,it,Agenti e rappresentanti di pellicce
G 46.16.03,G 46.16.0,1,6,N,it,Agenti e rappresentanti di tessuti per abbigliamento ed arredamento (incluse merceria e passamaneria)
G 46.16.04,G 46.16.0,1,6,N,it,"Agenti e rappresentanti di camicie, biancheria e maglieria intima"
G 46.16.05,G 46.16.0,1,6,N,it,Agenti e rappresentanti di calzature ed accessori
G 46.16.06,G 46.16.0,1,6,N,it,"Agenti e rappresentanti di pelletteria, valige ed articoli da viaggio"
G 46.16.07,G 46.16.0,1,6,N,it,"Agenti e rappresentanti di articoli tessili per la casa, tappeti, stuoie e materassi"
G 46.16.08,G 46.16.0,1,6,N,it,"Procacciatori d'affari di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle"
G 46.16.09,G 46.16.0,1,6,N,it,"Mediatori in prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle"
G 46.17,G 46.1,0,4,N,it,"Intermediari del commercio di prodotti alimentari, bevande e tabacco"
G 46.17.0,G 46.17,0,5,N,it,"Intermediari del commercio di prodotti alimentari, bevande e tabacco"
G 46.17.01,G 46.17.0,1,6,N,it,"Agenti e rappresentanti di prodotti ortofrutticoli freschi, congelati e surgelati"
G 46.17.02,G 46.17.0,1,6,N,it,"Agenti e rappresentanti di carni fresche, congelate, surgelate, conservate e secche; salumi"
G 46.17.03,G 46.17.0,1,6,N,it,"Agenti e rappresentanti di latte, burro e formaggi"
G 46.17.04,G 46.17.0,1,6,N,it,"Agenti e rappresentanti di oli e grassi alimentari: olio d'oliva e di semi, margarina ed altri prodotti similari"
G 46.17.05,G 46.17.0,1,6,N,it,Agenti e rappresentanti di bevande e prodotti similari
G 46.17.06,G 46.17.0,1,6,N,it,"Agenti e rappresentanti di prodotti ittici freschi, congelati, surgelati e conservati e secchi"
G 46.17.07,G 46.17.0,1,6,N,it,Agenti e rappresentanti di altri prodotti alimentari (incluse le uova e gli alimenti per gli animali domestici); tabacco
G 46.17.08,G 46.17.0,1,6,N,it,"Procacciatori d'affari di prodotti alimentari, bevande e tabacco"
G 46.17.09,G 46.17.0,1,6,N,it,"Mediatori in prodotti alimentari, bevande e tabacco"
G 46.18,G 46.1,0,4,N,it,Intermediari del commercio specializzato in altri prodotti
G 46.18.1,G 46.18,0,5,N,it,"Intermediari del commercio di prodotti di carta, cancelleria, libri"
G 46.18.11,G 46.18.1,1,6,N,it,Agenti e rappresentanti di carta e cartone (esclusi gli imballaggi); articoli di cartoleria e cancelleria
G 46.18.12,G 46.18.1,1,6,N,it,Agenti e rappresentanti di libri e altre pubblicazioni (incluso i relativi abbonamenti)
G 46.18.13,G 46.18.1,1,6,N,it,"Procacciatori d'affari di prodotti di carta, cancelleria, libri"
G 46.18.14,G 46.18.1,1,6,N,it,"Mediatori in prodotti di carta, cancelleria, libri"
G 46.18.2,G 46.18,0,5,N,it,"Intermediari del commercio di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici"
G 46.18.21,G 46.18.2,1,6,N,it,"Agenti e rappresentanti di elettronica di consumo audio e video, materiale elettrico per uso domestico"
G 46.18.22,G 46.18.2,1,6,N,it,Agenti e rappresentanti di apparecchi elettrodomestici
G 46.18.23,G 46.18.2,1,6,N,it,"Procacciatori d'affari di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici"
G 46.18.24,G 46.18.2,1,6,N,it,"Mediatori in elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici"
G 46.18.3,G 46.18,0,5,N,it,Intermediari del commercio di prodotti farmaceutici e di cosmetici
G 46.18.31,G 46.18.3,1,6,N,it,Agenti e rappresentanti di prodotti farmaceutici; prodotti di erboristeria per uso medico
G 46.18.32,G 46.18.3,1,6,N,it,"Agenti e rappresentanti di prodotti sanitari ed apparecchi medicali, chirurgici e ortopedici; apparecchi per centri di estetica"
G 46.18.33,G 46.18.3,1,6,N,it,Agenti e rappresentanti di prodotti di profumeria e di cosmetica (inclusi articoli per parrucchieri); prodotti di erboristeria per uso cosmetico
G 46.18.34,G 46.18.3,1,6,N,it,Procacciatori d'affari di prodotti farmaceutici e di cosmetici
G 46.18.35,G 46.18.3,1,6,N,it,Mediatori in prodotti farmaceutici e cosmetici
G 46.18.9,G 46.18,0,5,N,it,"Intermediari del commercio di attrezzature sportive, biciclette e altri prodotti nca"
G 46.18.91,G 46.18.9,1,6,N,it,Agenti e rappresentanti di attrezzature sportive; biciclette
G 46.18.92,G 46.18.9,1,6,N,it,"Agenti e rappresentanti di orologi, oggetti e semilavorati per gioielleria e oreficeria"
G 46.18.93,G 46.18.9,1,6,N,it,"Agenti e rappresentanti di articoli fotografici, ottici e prodotti simili; strumenti scientifici e per laboratori di analisi"
G 46.18.94,G 46.18.9,1,6,N,it,"Agenti e rappresentanti di saponi, detersivi, candele e prodotti simili"
G 46.18.95,G 46.18.9,1,6,N,it,Agenti e rappresentanti di giocattoli
G 46.18.96,G 46.18.9,1,6,N,it,Agenti e rappresentanti di chincaglieria e bigiotteria
G 46.18.97,G 46.18.9,1,6,N,it,"Agenti e rappresentanti di altri prodotti non alimentari nca (inclusi gli imballaggi e gli articoli antinfortunistici, antincendio e pubblicitari)"
G 46.18.98,G 46.18.9,1,6,N,it,"Procacciatori d'affari di attrezzature sportive, biciclette e altri prodotti nca"
G 46.18.99,G 46.18.9,1,6,N,it,"Mediatori in attrezzature sportive, biciclette e altri prodotti nca"
G 46.19,G 46.1,0,4,N,it,Intermediari del commercio di vari prodotti senza prevalenza di alcuno
G 46.19.0,G 46.19,0,5,N,it,Intermediari del commercio di vari prodotti senza prevalenza di alcuno
G 46.19.01,G 46.19.0,1,6,N,it,Agenti e rappresentanti di vari prodotti senza prevalenza di alcuno
G 46.19.02,G 46.19.0,1,6,N,it,Procacciatori d'affari di vari prodotti senza prevalenza di alcuno
G 46.19.03,G 46.19.0,1,6,N,it,Mediatori in vari prodotti senza prevalenza di alcuno
G 46.19.04,G 46.19.0,1,6,N,it,Gruppi di acquisto; mandatari agli acquisti; buyer
G 46.2,G 46,0,3,N,it,COMMERCIO ALL'INGROSSO DI MATERIE PRIME AGRICOLE E DI ANIMALI VIVI
G 46.21,G 46.2,0,4,N,it,"Commercio all'ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame (mangimi)"
G 46.21.1,G 46.21,0,5,N,it,Commercio all'ingrosso di cereali e legumi secchi
G 46.21.10,G 46.21.1,1,6,N,it,Commercio all'ingrosso di cereali e legumi secchi
G 46.21.2,G 46.21,0,5,N,it,"Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina, tabacco grezzo"
G 46.21.21,G 46.21.2,1,6,N,it,Commercio all'ingrosso di tabacco grezzo
G 46.21.22,G 46.21.2,1,6,N,it,"Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina"
G 46.22,G 46.2,0,4,N,it,Commercio all'ingrosso di fiori e piante
G 46.22.0,G 46.22,0,5,N,it,Commercio all'ingrosso di fiori e piante
G 46.22.00,G 46.22.0,1,6,N,it,Commercio all'ingrosso di fiori e piante
G 46.23,G 46.2,0,4,N,it,Commercio all'ingrosso di animali vivi
G 46.23.0,G 46.23,0,5,N,it,Commercio all'ingrosso di animali vivi
G 46.23.00,G 46.23.0,1,6,N,it,Commercio all'ingrosso di animali vivi
G 46.24,G 46.2,0,4,N,it,Commercio all'ingrosso di pelli e cuoio
G 46.24.1,G 46.24,0,5,N,it,Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)
G 46.24.10,G 46.24.1,1,6,N,it,Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)
G 46.24.2,G 46.24,0,5,N,it,Commercio all'ingrosso di pelli gregge e lavorate per pellicceria
G 46.24.20,G 46.24.2,1,6,N,it,Commercio all'ingrosso di pelli gregge e lavorate per pellicceria
G 46.3,G 46,0,3,N,it,"COMMERCIO ALL'INGROSSO DI PRODOTTI ALIMENTARI, BEVANDE E PRODOTTI DEL TABACCO"
G 46.31,G 46.3,0,4,N,it,Commercio all'ingrosso di frutta e ortaggi freschi o conservati
G 46.31.1,G 46.31,0,5,N,it,Commercio all'ingrosso di frutta e ortaggi freschi
G 46.31.10,G 46.31.1,1,6,N,it,Commercio all'ingrosso di frutta e ortaggi freschi
G 46.31.2,G 46.31,0,5,N,it,Commercio all'ingrosso di frutta e ortaggi conservati
G 46.31.20,G 46.31.2,1,6,N,it,Commercio all'ingrosso di frutta e ortaggi conservati
G 46.32,G 46.3,0,4,N,it,Commercio all'ingrosso di carne e di prodotti a base di carne
G 46.32.1,G 46.32,0,5,N,it,"Commercio all'ingrosso di carne fresca, congelata e surgelata"
G 46.32.10,G 46.32.1,1,6,N,it,"Commercio all'ingrosso di carne fresca, congelata e surgelata"
G 46.32.2,G 46.32,0,5,N,it,Commercio all'ingrosso di prodotti di salumeria
G 46.32.20,G 46.32.2,1,6,N,it,Commercio all'ingrosso di prodotti di salumeria
G 46.33,G 46.3,0,4,N,it,"Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili"
G 46.33.1,G 46.33,0,5,N,it,Commercio all'ingrosso di prodotti lattiero-caseari e di uova
G 46.33.10,G 46.33.1,1,6,N,it,Commercio all'ingrosso di prodotti lattiero-caseari e di uova
G 46.33.2,G 46.33,0,5,N,it,Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale
G 46.33.20,G 46.33.2,1,6,N,it,Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale
G 46.34,G 46.3,0,4,N,it,Commercio all'ingrosso di bevande
G 46.34.1,G 46.34,0,5,N,it,Commercio all'ingrosso di bevande alcoliche
G 46.34.10,G 46.34.1,1,6,N,it,Commercio all'ingrosso di bevande alcoliche
G 46.34.2,G 46.34,0,5,N,it,Commercio all'ingrosso di bevande non alcoliche
G 46.34.20,G 46.34.2,1,6,N,it,Commercio all'ingrosso di bevande non alcoliche
G 46.35,G 46.3,0,4,N,it,Commercio all'ingrosso di prodotti del tabacco
G 46.35.0,G 46.35,0,5,N,it,Commercio all'ingrosso di prodotti del tabacco
G 46.35.00,G 46.35.0,1,6,N,it,Commercio all'ingrosso di prodotti del tabacco
G 46.36,G 46.3,0,4,N,it,"Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno"
G 46.36.0,G 46.36,0,5,N,it,"Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno"
G 46.36.00,G 46.36.0,1,6,N,it,"Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno"
G 46.37,G 46.3,0,4,N,it,"Commercio all'ingrosso di caffà, tà, cacao e spezie"
G 46.37.0,G 46.37,0,5,N,it,"Commercio all'ingrosso di caffà, tà, cacao e spezie"
G 46.37.01,G 46.37.0,1,6,N,it,Commercio all'ingrosso di caffà
G 46.37.02,G 46.37.0,1,6,N,it,"Commercio all'ingrosso di tà, cacao e spezie"
G 46.38,G 46.3,0,4,N,it,"Commercio all'ingrosso di altri prodotti alimentari, inclusi pesci, crostacei e molluschi"
G 46.38.1,G 46.38,0,5,N,it,Commercio all'ingrosso di prodotti della pesca freschi
G 46.38.10,G 46.38.1,1,6,N,it,Commercio all'ingrosso di prodotti della pesca freschi
G 46.38.2,G 46.38,0,5,N,it,"Commercio all'ingrosso di prodotti della pesca congelati, surgelati, conservati, secchi"
G 46.38.20,G 46.38.2,1,6,N,it,"Commercio all'ingrosso di prodotti della pesca congelati, surgelati, conservati, secchi"
G 46.38.3,G 46.38,0,5,N,it,Commercio all'ingrosso di pasti e piatti pronti
G 46.38.30,G 46.38.3,1,6,N,it,Commercio all'ingrosso di pasti e piatti pronti
G 46.38.9,G 46.38,0,5,N,it,Commercio all'ingrosso di altri prodotti alimentari
G 46.38.90,G 46.38.9,1,6,N,it,Commercio all'ingrosso di altri prodotti alimentari
G 46.39,G 46.3,0,4,N,it,"Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco"
G 46.39.1,G 46.39,0,5,N,it,Commercio all'ingrosso non specializzato di prodotti surgelati
G 46.39.10,G 46.39.1,1,6,N,it,Commercio all'ingrosso non specializzato di prodotti surgelati
G 46.39.2,G 46.39,0,5,N,it,"Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco"
G 46.39.20,G 46.39.2,1,6,N,it,"Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco"
G 46.4,G 46,0,3,N,it,COMMERCIO ALL'INGROSSO DI BENI DI CONSUMO FINALE
G 46.41,G 46.4,0,4,N,it,Commercio all'ingrosso di prodotti tessili
G 46.41.1,G 46.41,0,5,N,it,Commercio all'ingrosso di tessuti
G 46.41.10,G 46.41.1,1,6,N,it,Commercio all'ingrosso di tessuti
G 46.41.2,G 46.41,0,5,N,it,"Commercio all'ingrosso di articoli di merceria, filati e passamaneria"
G 46.41.20,G 46.41.2,1,6,N,it,"Commercio all'ingrosso di articoli di merceria, filati e passamaneria"
G 46.41.9,G 46.41,0,5,N,it,Commercio all'ingrosso di altri articoli tessili
G 46.41.90,G 46.41.9,1,6,N,it,Commercio all'ingrosso di altri articoli tessili
G 46.42,G 46.4,0,4,N,it,Commercio all'ingrosso di abbigliamento e di calzature
G 46.42.1,G 46.42,0,5,N,it,Commercio all'ingrosso di abbigliamento e accessori
G 46.42.10,G 46.42.1,1,6,N,it,Commercio all'ingrosso di abbigliamento e accessori
G 46.42.2,G 46.42,0,5,N,it,Commercio all'ingrosso di articoli in pelliccia
G 46.42.20,G 46.42.2,1,6,N,it,Commercio all'ingrosso di articoli in pelliccia
G 46.42.3,G 46.42,0,5,N,it,"Commercio all'ingrosso di camicie, biancheria intima, maglieria e simili"
G 46.42.30,G 46.42.3,1,6,N,it,"Commercio all'ingrosso di camicie, biancheria intima, maglieria e simili"
G 46.42.4,G 46.42,0,5,N,it,Commercio all'ingrosso di calzature e accessori
G 46.42.40,G 46.42.4,1,6,N,it,Commercio all'ingrosso di calzature e accessori
G 46.43,G 46.4,0,4,N,it,"Commercio all'ingrosso di elettrodomestici, elettronica di consumo audio e video; articoli per fotografia, cinematografia e ottica"
G 46.43.1,G 46.43,0,5,N,it,"Commercio all'ingrosso di elettrodomestici, di elettronica di consumo audio e video"
G 46.43.10,G 46.43.1,1,6,N,it,"Commercio all'ingrosso di elettrodomestici, di elettronica di consumo audio e video"
G 46.43.2,G 46.43,0,5,N,it,"Commercio all'ingrosso di supporti registrati, audio, video (Cd, Dvd e altri supporti)"
G 46.43.20,G 46.43.2,1,6,N,it,"Commercio all'ingrosso di supporti registrati, audio, video (Cd, Dvd e altri supporti)"
G 46.43.3,G 46.43,0,5,N,it,"Commercio all'ingrosso di articoli per fotografia, cinematografia e ottica"
G 46.43.30,G 46.43.3,1,6,N,it,"Commercio all'ingrosso di articoli per fotografia, cinematografia e ottica"
G 46.44,G 46.4,0,4,N,it,"Commercio all'ingrosso di articoli di porcellana, di vetro e di prodotti per la pulizia"
G 46.44.1,G 46.44,0,5,N,it,Commercio all'ingrosso di vetreria e cristalleria
G 46.44.10,G 46.44.1,1,6,N,it,Commercio all'ingrosso di vetreria e cristalleria
G 46.44.2,G 46.44,0,5,N,it,Commercio all'ingrosso di ceramiche e porcellana
G 46.44.20,G 46.44.2,1,6,N,it,Commercio all'ingrosso di ceramiche e porcellana
G 46.44.3,G 46.44,0,5,N,it,"Commercio all'ingrosso di saponi, detersivi e altri prodotti per la pulizia"
G 46.44.30,G 46.44.3,1,6,N,it,"Commercio all'ingrosso di saponi, detersivi e altri prodotti per la pulizia"
G 46.44.4,G 46.44,0,5,N,it,"Commercio all'ingrosso di coltelleria, posateria e pentolame"
G 46.44.40,G 46.44.4,1,6,N,it,"Commercio all'ingrosso di coltelleria, posateria e pentolame"
G 46.45,G 46.4,0,4,N,it,Commercio all'ingrosso di profumi e cosmetici
G 46.45.0,G 46.45,0,5,N,it,Commercio all'ingrosso di profumi e cosmetici
G 46.45.00,G 46.45.0,1,6,N,it,Commercio all'ingrosso di profumi e cosmetici
G 46.46,G 46.4,0,4,N,it,Commercio all'ingrosso di prodotti farmaceutici
G 46.46.1,G 46.46,0,5,N,it,Commercio all'ingrosso di medicinali
G 46.46.10,G 46.46.1,1,6,N,it,Commercio all'ingrosso di medicinali
G 46.46.2,G 46.46,0,5,N,it,Commercio all'ingrosso di prodotti botanici per uso farmaceutico
G 46.46.20,G 46.46.2,1,6,N,it,Commercio all'ingrosso di prodotti botanici per uso farmaceutico
G 46.46.3,G 46.46,0,5,N,it,Commercio all'ingrosso di articoli medicali ed ortopedici
G 46.46.30,G 46.46.3,1,6,N,it,Commercio all'ingrosso di articoli medicali ed ortopedici
G 46.47,G 46.4,0,4,N,it,"Commercio all'ingrosso di mobili, tappeti e articoli per l'illuminazione"
G 46.47.1,G 46.47,0,5,N,it,Commercio all'ingrosso di mobili di qualsiasi materiale
G 46.47.10,G 46.47.1,1,6,N,it,Commercio all'ingrosso di mobili di qualsiasi materiale
G 46.47.2,G 46.47,0,5,N,it,Commercio all'ingrosso di tappeti
G 46.47.20,G 46.47.2,1,6,N,it,Commercio all'ingrosso di tappeti
G 46.47.3,G 46.47,0,5,N,it,Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico
G 46.47.30,G 46.47.3,1,6,N,it,Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico
G 46.48,G 46.4,0,4,N,it,Commercio all'ingrosso di orologi e di gioielleria
G 46.48.0,G 46.48,0,5,N,it,Commercio all'ingrosso di orologi e di gioielleria
G 46.48.00,G 46.48.0,1,6,N,it,Commercio all'ingrosso di orologi e di gioielleria
G 46.49,G 46.4,0,4,N,it,Commercio all'ingrosso di altri beni di consumo
G 46.49.1,G 46.49,0,5,N,it,"Commercio all'ingrosso di carta, cartone e articoli di cartoleria"
G 46.49.10,G 46.49.1,1,6,N,it,"Commercio all'ingrosso di carta, cartone e articoli di cartoleria"
G 46.49.2,G 46.49,0,5,N,it,"Commercio all'ingrosso di libri, riviste e giornali"
G 46.49.20,G 46.49.2,1,6,N,it,"Commercio all'ingrosso di libri, riviste e giornali"
G 46.49.3,G 46.49,0,5,N,it,Commercio all'ingrosso di giochi e giocattoli
G 46.49.30,G 46.49.3,1,6,N,it,Commercio all'ingrosso di giochi e giocattoli
G 46.49.4,G 46.49,0,5,N,it,Commercio all'ingrosso di articoli sportivi (incluse le biciclette)
G 46.49.40,G 46.49.4,1,6,N,it,Commercio all'ingrosso di articoli sportivi (incluse le biciclette)
G 46.49.5,G 46.49,0,5,N,it,Commercio all'ingrosso di articoli in pelle; articoli da viaggio in qualsiasi materiale
G 46.49.50,G 46.49.5,1,6,N,it,Commercio all'ingrosso di articoli in pelle; articoli da viaggio in qualsiasi materiale
G 46.49.9,G 46.49,0,5,N,it,Commercio all'ingrosso di vari prodotti di consumo non alimentare nca
G 46.49.90,G 46.49.9,1,6,N,it,Commercio all'ingrosso di vari prodotti di consumo non alimentare nca
G 46.5,G 46,0,3,N,it,COMMERCIO ALL'INGROSSO DI APPARECCHIATURE ICT
G 46.51,G 46.5,0,4,N,it,"Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software"
G 46.51.0,G 46.51,0,5,N,it,"Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software"
G 46.51.00,G 46.51.0,1,6,N,it,"Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software"
G 46.52,G 46.5,0,4,N,it,Commercio all'ingrosso di apparecchiature elettroniche per telecomunicazioni e componenti elettronici
G 46.52.0,G 46.52,0,5,N,it,Commercio all'ingrosso apparecchiature elettroniche per telecomunicazioni e componenti elettronici
G 46.52.01,G 46.52.0,1,6,N,it,Commercio all'ingrosso di apparecchi e materiali telefonici
G 46.52.02,G 46.52.0,1,6,N,it,Commercio all'ingrosso di nastri non registrati
G 46.52.09,G 46.52.0,1,6,N,it,Commercio all'ingrosso di altre apparecchiature elettroniche per telecomunicazioni e di altri componenti elettronici
G 46.6,G 46,0,3,N,it,"COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI, ATTREZZATURE E FORNITURE"
G 46.61,G 46.6,0,4,N,it,"Commercio all'ingrosso di macchinari, attrezzature e forniture agricole"
G 46.61.0,G 46.61,0,5,N,it,"Commercio all'ingrosso di macchine, accessori e utensili agricoli, inclusi i trattori"
G 46.61.00,G 46.61.0,1,6,N,it,"Commercio all'ingrosso di macchine, accessori e utensili agricoli, inclusi i trattori"
G 46.62,G 46.6,0,4,N,it,Commercio all'ingrosso di macchine utensili
G 46.62.0,G 46.62,0,5,N,it,Commercio all'ingrosso di macchine utensili (incluse le relative parti intercambiabili)
G 46.62.00,G 46.62.0,1,6,N,it,Commercio all'ingrosso di macchine utensili (incluse le relative parti intercambiabili)
G 46.63,G 46.6,0,4,N,it,"Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile"
G 46.63.0,G 46.63,0,5,N,it,"Commercio all'ingrosso di macchine per le miniere, l'edilizia e l'ingegneria civile"
G 46.63.00,G 46.63.0,1,6,N,it,"Commercio all'ingrosso di macchine per le miniere, l'edilizia e l'ingegneria civile"
G 46.64,G 46.6,0,4,N,it,"Commercio all'ingrosso di macchinari per l'industria tessile, di macchine per cucire e per maglieria"
G 46.64.0,G 46.64,0,5,N,it,"Commercio all'ingrosso di macchine per l'industria tessile, di macchine per cucire e per maglieria"
G 46.64.00,G 46.64.0,1,6,N,it,"Commercio all'ingrosso di macchine per l'industria tessile, di macchine per cucire e per maglieria"
